name	family	genus	species
A39R_scaffold346|length_594	Virgaviridae	Tobamovirus	Tomato mosaic virus
A46R_scaffold169|length_1075	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold200|length_1003	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A33R_scaffold366|length_1112	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A58R_scaffold95|length_1368	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A38R_scaffold326|length_1367	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A39R_scaffold423|length_544	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold678|length_560	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A46R_scaffold208|length_975	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold728|length_543	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold2079|length_543	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold1905|length_565	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold2078|length_543	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold2476|length_542	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold468|length_949	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A6R_scaffold26|length_1783	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold572|length_796	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold131|length_827	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold193|length_739	Virgaviridae	Tobamovirus	Tomato mosaic virus
A41R_scaffold56|length_1375	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A59R_scaffold1|length_2422	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A37R_scaffold40|length_2419	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A36R_scaffold65|length_1803	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A38R_scaffold623|length_985	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A58R_scaffold113|length_1236	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold45|length_3802	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold35|length_2550	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold316|length_1141	Virgaviridae	Tobamovirus	Tomato mosaic virus
A46R_scaffold98|length_1323	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A36R_scaffold276|length_1082	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold631|length_598	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold437|length_533	Virgaviridae	Tobamovirus	Tomato mosaic virus
A16R_scaffold18|length_3308	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold486|length_686	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A40R_scaffold700|length_543	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold632|length_597	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold739|length_543	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold347|length_590	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold367|length_1308	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A15R_scaffold1690|length_689	Virgaviridae	Tobamovirus	Tomato mosaic virus
A48R_scaffold16|length_2005	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A23R_scaffold80|length_1616	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold790|length_915	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A39R_scaffold12|length_1959	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold14|length_1958	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold62|length_1110	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold61|length_1111	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold120|length_1068	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold22|length_1723	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold295|length_656	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold796|length_681	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold795|length_681	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold301|length_648	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold340|length_505	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold358|length_977	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold794|length_741	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold351|length_1068	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold117|length_1682	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold25|length_2602	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold160|length_1232	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold22|length_1368	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold103|length_1630	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold35|length_1575	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A56R_scaffold135|length_1352	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A20R_scaffold521|length_797	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A18R_scaffold100|length_1604	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A58R_scaffold82|length_1436	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A40R_scaffold23|length_2610	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold386|length_1045	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold1132|length_566	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A1R_scaffold857|length_652	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold23|length_1360	Virgaviridae	Tobamovirus	Tomato mosaic virus
A60R_scaffold2|length_4580	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A38R_scaffold555|length_1042	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A39R_scaffold406|length_554	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A8R_scaffold2|length_3706	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold28|length_1359	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold24|length_1359	Virgaviridae	Tobamovirus	Tomato mosaic virus
A53R_scaffold1527|length_520	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A1R_scaffold10|length_2683	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold69|length_1925	Virgaviridae	Tobamovirus	Tomato mosaic virus
A3R_scaffold3|length_2022	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold490|length_506	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold559|length_692	Virgaviridae	Tobamovirus	Tomato mosaic virus
A30R_scaffold1198|length_649	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A1R_scaffold15|length_2465	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold389|length_775	Virgaviridae	Tobamovirus	Tomato mosaic virus
A17R_scaffold652|length_804	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold30|length_2202	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold390|length_775	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold734|length_517	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A59R_scaffold31|length_1187	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold19|length_2456	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold230|length_1302	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A26R_scaffold6|length_4543	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1784|length_644	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold1579|length_515	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A59R_scaffold444|length_546	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A39R_scaffold185|length_821	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold15|length_1439	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold155|length_1690	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold72|length_1075	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold135|length_963	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold748|length_502	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold17|length_1816	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold55|length_3609	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold54|length_3609	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold12|length_4066	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A48R_scaffold296|length_811	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold288|length_869	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold71|length_1441	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A56R_scaffold550|length_646	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold806|length_678	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold181|length_764	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold90|length_2400	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold927|length_635	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold186|length_760	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold50|length_3717	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold49|length_3717	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold580|length_1023	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A40R_scaffold380|length_1016	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold402|length_960	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold224|length_743	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold497|length_504	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold524|length_732	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold579|length_791	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold198|length_1249	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold252|length_908	Virgaviridae	Tobamovirus	Paprika mild mottle virus
A56R_scaffold241|length_1007	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold504|length_503	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold1324|length_502	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold76|length_1757	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A26R_scaffold795|length_890	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A28R_scaffold1402|length_520	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold47|length_1986	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A28R_scaffold46|length_1986	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A28R_scaffold42|length_1997	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A28R_scaffold41|length_1997	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A45R_scaffold89|length_981	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold44|length_3802	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold527|length_1064	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold352|length_796	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A38R_scaffold47|length_3740	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold170|length_1539	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A30R_scaffold140|length_1380	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold869|length_503	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold870|length_503	Virgaviridae	Tobamovirus	Tomato mosaic virus
A60R_scaffold551|length_640	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A25R_scaffold1359|length_640	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A39R_scaffold408|length_554	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold53|length_3609	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A21R_scaffold1254|length_642	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A25R_scaffold878|length_759	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A58R_scaffold534|length_620	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A45R_scaffold70|length_1085	Virgaviridae	Tobamovirus	Tomato mosaic virus
A33R_scaffold589|length_906	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold443|length_878	Virgaviridae	Tobamovirus	Tomato mosaic virus
A60R_scaffold1|length_5712	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold183|length_1014	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A46R_scaffold31|length_1739	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1157|length_782	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A38R_scaffold2338|length_509	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A56R_scaffold427|length_740	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold50|length_2355	Virgaviridae	Tobamovirus	Tomato mosaic virus
A50R_scaffold23|length_1379	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold855|length_506	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold854|length_506	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold48|length_3717	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A19R_scaffold1253|length_619	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold362|length_1224	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A56R_scaffold61|length_2030	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A36R_scaffold294|length_1051	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold293|length_1051	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold344|length_503	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold195|length_991	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold730|length_518	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A28R_scaffold1032|length_632	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold1315|length_528	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A41R_scaffold171|length_997	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold1634|length_508	Virgaviridae	Tobamovirus	Tomato mosaic virus
A49R_scaffold2|length_2572	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold566|length_679	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A60R_scaffold3|length_3542	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold89|length_2131	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A6R_scaffold6|length_2322	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold204|length_1476	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold345|length_1091	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold286|length_662	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold684|length_964	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold518|length_627	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A36R_scaffold33|length_2169	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold359|length_1036	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold50|length_2400	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A50R_scaffold400|length_632	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold109|length_885	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold81|length_1436	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold80|length_1436	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold79|length_1436	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold78|length_1436	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A46R_scaffold10|length_2712	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A23R_scaffold49|length_1822	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1446|length_716	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A35R_scaffold264|length_1662	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold133|length_823	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold33|length_1332	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold36|length_1246	Virgaviridae	Tobamovirus	Tomato mosaic virus
A49R_scaffold1046|length_507	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold343|length_504	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold536|length_815	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold208|length_767	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold501|length_637	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A56R_scaffold289|length_923	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1915|length_623	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold134|length_1352	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold133|length_1352	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold401|length_751	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A56R_scaffold393|length_773	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold210|length_1085	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold420|length_1009	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold180|length_764	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold718|length_942	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold2036|length_604	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold2034|length_604	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold2051|length_603	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A1R_scaffold390|length_963	Virgaviridae	Tobamovirus	Tomato mosaic virus
A3R_scaffold836|length_510	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold1252|length_757	Virgaviridae	Tobamovirus	Paprika mild mottle virus
A37R_scaffold1440|length_717	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A20R_scaffold672|length_723	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold132|length_823	Virgaviridae	Tobamovirus	Tomato mosaic virus
A25R_scaffold140|length_1439	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold13|length_1571	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold250|length_1112	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold23|length_1702	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold577|length_618	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold463|length_706	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold280|length_874	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A21R_scaffold1012|length_713	Virgaviridae	Tobamovirus	Tomato mosaic virus
A16R_scaffold197|length_1549	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A39R_scaffold1|length_2371	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold75|length_1757	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold74|length_1757	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold40|length_1998	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A45R_scaffold64|length_1110	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold63|length_1110	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold45|length_1986	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A26R_scaffold1194|length_767	Virgaviridae	Tobamovirus	Tomato mosaic virus
A55R_scaffold21|length_1664	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A8R_scaffold268|length_1183	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold51|length_1383	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold198|length_1531	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold443|length_902	Virgaviridae	Tobamovirus	Tomato mosaic virus
A49R_scaffold164|length_872	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold619|length_610	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold192|length_742	Virgaviridae	Tobamovirus	Tomato mosaic virus
A7R_scaffold209|length_1312	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold387|length_1045	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold385|length_1045	Virgaviridae	Tobamovirus	Pepper mild mottle virus
