name	circle	family	raw_family
A55D_scaffold51|length_17497	linear	Podoviridae	Podoviridae
A55D_scaffold97|length_11650	linear	Podoviridae	Podoviridae
A55D_scaffold119|length_9813	linear	Podoviridae	Podoviridae
A55D_scaffold171|length_8035	circular	Podoviridae	Podoviridae
A55D_scaffold280|length_5678	linear	Podoviridae	Podoviridae
A55D_scaffold307|length_5293	linear	Podoviridae	Podoviridae
A55D_scaffold375|length_4644	linear	Podoviridae	Podoviridae
A55D_scaffold715|length_3181	linear	Podoviridae	Podoviridae
A55D_scaffold1696|length_2005	linear	Podoviridae	Podoviridae
A55D_scaffold2436|length_1646	linear	Podoviridae	Podoviridae
A55D_scaffold2552|length_1604	linear	Podoviridae	Podoviridae
A55D_scaffold4663|length_1154	linear	Podoviridae	Podoviridae
A56D_scaffold2|length_89713	circular	Podoviridae	Podoviridae
A56D_scaffold107|length_4619	linear	Podoviridae	Podoviridae
A56D_scaffold121|length_4113	linear	Podoviridae	Podoviridae
A56D_scaffold252|length_2453	circular	Podoviridae	Podoviridae
A56D_scaffold265|length_2306	linear	Podoviridae	Podoviridae
A57D_scaffold3|length_72283	linear	Podoviridae	Podoviridae
A57D_scaffold120|length_4061	linear	Podoviridae	Podoviridae
A59D_scaffold111|length_14855	linear	Podoviridae	Podoviridae
A59D_scaffold953|length_1935	linear	Podoviridae	Podoviridae
A59D_scaffold1925|length_1250	linear	Podoviridae	Podoviridae
A5D_scaffold1766|length_1590	linear	Podoviridae	Podoviridae
A60D_scaffold15|length_20833	linear	Podoviridae	Podoviridae
A60D_scaffold45|length_11221	linear	Podoviridae	Podoviridae
A60D_scaffold100|length_6094	linear	Podoviridae	Podoviridae
A60D_scaffold251|length_3172	linear	Podoviridae	Podoviridae
A60D_scaffold286|length_2909	linear	Podoviridae	Podoviridae
A6D_scaffold95|length_9421	linear	Podoviridae	Podoviridae
A6D_scaffold772|length_2852	linear	Podoviridae	Podoviridae
A6D_scaffold1293|length_1982	linear	Podoviridae	Podoviridae
A6D_scaffold1630|length_1686	linear	Podoviridae	Podoviridae
A7D_scaffold274|length_3935	linear	Podoviridae	Podoviridae
A7D_scaffold480|length_3012	linear	Podoviridae	Podoviridae
A7D_scaffold1257|length_1941	linear	Podoviridae	Podoviridae
A8D_scaffold413|length_3620	linear	Podoviridae	Podoviridae
A8D_scaffold1790|length_1545	linear	Podoviridae	Podoviridae
A9D_scaffold69|length_5948	linear	Podoviridae	Podoviridae
A9D_scaffold99|length_4950	linear	Podoviridae	Podoviridae
A9D_scaffold320|length_2506	linear	Podoviridae	Podoviridae
A9D_scaffold412|length_2192	circular	Podoviridae	Podoviridae
A9D_scaffold1261|length_1220	linear	Podoviridae	Podoviridae
A10D_scaffold3|length_21840	linear	Autographiviridae	Autographiviridae
A10D_scaffold33|length_9254	circular	Autographiviridae	Autographiviridae
A10D_scaffold135|length_5616	linear	Autographiviridae	Autographiviridae
A10D_scaffold222|length_4695	linear	Autographiviridae	Autographiviridae
A10D_scaffold1019|length_2549	linear	Autographiviridae	Autographiviridae
A10D_scaffold1348|length_2248	linear	Autographiviridae	Autographiviridae
A10D_scaffold1630|length_2035	linear	Autographiviridae	Autographiviridae
A10D_scaffold1696|length_1995	linear	Autographiviridae	Autographiviridae
A10D_scaffold1782|length_1953	linear	Autographiviridae	Autographiviridae
A10D_scaffold1805|length_1940	linear	Autographiviridae	Autographiviridae
A10D_scaffold1889|length_1893	linear	Autographiviridae	Autographiviridae
A10D_scaffold2058|length_1812	linear	Autographiviridae	Autographiviridae
A10D_scaffold2136|length_1785	linear	Autographiviridae	Autographiviridae
A10D_scaffold2229|length_1746	linear	Autographiviridae	Autographiviridae
A10D_scaffold2310|length_1712	linear	Autographiviridae	Autographiviridae
A10D_scaffold2341|length_1700	linear	Autographiviridae	Autographiviridae
A10D_scaffold2817|length_1553	linear	Autographiviridae	Autographiviridae
A10D_scaffold5166|length_1077	linear	Autographiviridae	Autographiviridae
A10D_scaffold5768|length_1006	linear	Autographiviridae	Autographiviridae
A11D_scaffold11|length_17948	linear	Autographiviridae	Autographiviridae
A11D_scaffold18|length_15972	linear	Autographiviridae	Autographiviridae
A11D_scaffold44|length_8508	linear	Autographiviridae	Autographiviridae
A11D_scaffold85|length_6377	linear	Autographiviridae	Autographiviridae
A11D_scaffold102|length_5699	linear	Autographiviridae	Autographiviridae
A11D_scaffold134|length_5015	linear	Autographiviridae	Autographiviridae
A11D_scaffold147|length_4749	linear	Autographiviridae	Autographiviridae
A11D_scaffold215|length_3902	linear	Autographiviridae	Autographiviridae
A11D_scaffold334|length_3161	linear	Autographiviridae	Autographiviridae
A11D_scaffold774|length_2149	linear	Autographiviridae	Autographiviridae
A11D_scaffold1573|length_1488	linear	Autographiviridae	Autographiviridae
A11D_scaffold2546|length_1167	linear	Autographiviridae	Autographiviridae
A11D_scaffold3191|length_1037	circular	Autographiviridae	Autographiviridae
A12D_scaffold546|length_2558	linear	Autographiviridae	Autographiviridae
A12D_scaffold649|length_2300	linear	Autographiviridae	Autographiviridae
A13D_scaffold91|length_7220	linear	Autographiviridae	Autographiviridae
A13D_scaffold130|length_6153	linear	Autographiviridae	Autographiviridae
A13D_scaffold197|length_4967	linear	Autographiviridae	Autographiviridae
A13D_scaffold229|length_4631	linear	Autographiviridae	Autographiviridae
A13D_scaffold248|length_4385	linear	Autographiviridae	Autographiviridae
A13D_scaffold325|length_3630	linear	Autographiviridae	Autographiviridae
A13D_scaffold396|length_3093	linear	Autographiviridae	Autographiviridae
A13D_scaffold404|length_3069	linear	Autographiviridae	Autographiviridae
A13D_scaffold504|length_2653	linear	Autographiviridae	Autographiviridae
A13D_scaffold733|length_2021	linear	Autographiviridae	Autographiviridae
A13D_scaffold947|length_1674	circular	Autographiviridae	Autographiviridae
A13D_scaffold1089|length_1515	circular	Autographiviridae	Autographiviridae
A13D_scaffold1216|length_1410	linear	Autographiviridae	Autographiviridae
A13D_scaffold1255|length_1381	linear	Autographiviridae	Autographiviridae
A14D_scaffold98|length_6845	linear	Autographiviridae	Autographiviridae
A14D_scaffold184|length_5044	linear	Autographiviridae	Autographiviridae
A14D_scaffold190|length_4955	linear	Autographiviridae	Autographiviridae
A14D_scaffold337|length_3728	linear	Autographiviridae	Autographiviridae
A14D_scaffold435|length_3349	circular	Autographiviridae	Autographiviridae
A14D_scaffold480|length_3201	linear	Autographiviridae	Autographiviridae
A14D_scaffold484|length_3178	linear	Autographiviridae	Autographiviridae
A14D_scaffold544|length_2990	linear	Autographiviridae	Autographiviridae
A14D_scaffold601|length_2869	circular	Autographiviridae	Autographiviridae
A14D_scaffold625|length_2796	linear	Autographiviridae	Autographiviridae
A14D_scaffold813|length_2445	linear	Autographiviridae	Autographiviridae
A14D_scaffold825|length_2434	linear	Autographiviridae	Autographiviridae
A14D_scaffold1151|length_2015	linear	Autographiviridae	Autographiviridae
A14D_scaffold1455|length_1760	linear	Autographiviridae	Autographiviridae
A14D_scaffold1700|length_1605	linear	Autographiviridae	Autographiviridae
A14D_scaffold1741|length_1575	linear	Autographiviridae	Autographiviridae
A14D_scaffold1798|length_1549	linear	Autographiviridae	Autographiviridae
A14D_scaffold2122|length_1392	linear	Autographiviridae	Autographiviridae
A14D_scaffold2418|length_1290	linear	Autographiviridae	Autographiviridae
A14D_scaffold2532|length_1257	linear	Autographiviridae	Autographiviridae
A14D_scaffold3076|length_1124	linear	Autographiviridae	Autographiviridae
A15D_scaffold36|length_8752	linear	Autographiviridae	Autographiviridae
A15D_scaffold195|length_4568	linear	Autographiviridae	Autographiviridae
A15D_scaffold241|length_4280	linear	Autographiviridae	Autographiviridae
A15D_scaffold567|length_2986	linear	Autographiviridae	Autographiviridae
A15D_scaffold615|length_2881	linear	Autographiviridae	Autographiviridae
A15D_scaffold618|length_2878	linear	Autographiviridae	Autographiviridae
A15D_scaffold711|length_2724	linear	Autographiviridae	Autographiviridae
A15D_scaffold1037|length_2291	linear	Autographiviridae	Autographiviridae
A15D_scaffold1204|length_2144	circular	Autographiviridae	Autographiviridae
A15D_scaffold1246|length_2089	circular	Autographiviridae	Autographiviridae
A15D_scaffold1331|length_2019	linear	Autographiviridae	Autographiviridae
A15D_scaffold2639|length_1406	linear	Autographiviridae	Autographiviridae
A15D_scaffold2860|length_1344	linear	Autographiviridae	Autographiviridae
A15D_scaffold3986|length_1106	linear	Autographiviridae	Autographiviridae
A16D_scaffold1648|length_1331	linear	Autographiviridae	Autographiviridae
A16D_scaffold2275|length_1076	linear	Autographiviridae	Autographiviridae
A17D_scaffold75|length_9384	circular	Autographiviridae	Autographiviridae
A17D_scaffold329|length_3156	linear	Autographiviridae	Autographiviridae
A17D_scaffold527|length_2197	linear	Autographiviridae	Autographiviridae
A17D_scaffold573|length_2078	linear	Autographiviridae	Autographiviridae
A17D_scaffold595|length_2033	linear	Autographiviridae	Autographiviridae
A17D_scaffold598|length_2022	circular	Autographiviridae	Autographiviridae
A17D_scaffold676|length_1879	linear	Autographiviridae	Autographiviridae
A17D_scaffold1180|length_1372	circular	Autographiviridae	Autographiviridae
A17D_scaffold1602|length_1153	linear	Autographiviridae	Autographiviridae
A18D_scaffold47|length_11804	linear	Autographiviridae	Autographiviridae
A18D_scaffold50|length_11132	linear	Autographiviridae	Autographiviridae
A18D_scaffold170|length_4775	circular	Autographiviridae	Autographiviridae
A18D_scaffold305|length_3270	linear	Autographiviridae	Autographiviridae
A18D_scaffold541|length_2442	linear	Autographiviridae	Autographiviridae
A18D_scaffold1073|length_1704	linear	Autographiviridae	Autographiviridae
A18D_scaffold1196|length_1612	circular	Autographiviridae	Autographiviridae
A19D_scaffold4|length_33845	linear	Autographiviridae	Autographiviridae
A19D_scaffold255|length_1935	linear	Autographiviridae	Autographiviridae
A1D_scaffold37|length_6896	linear	Autographiviridae	Autographiviridae
A1D_scaffold41|length_6624	linear	Autographiviridae	Autographiviridae
A1D_scaffold59|length_6068	linear	Autographiviridae	Autographiviridae
A1D_scaffold67|length_5705	linear	Autographiviridae	Autographiviridae
A1D_scaffold134|length_4338	linear	Autographiviridae	Autographiviridae
A1D_scaffold200|length_3518	circular	Autographiviridae	Autographiviridae
A1D_scaffold231|length_3321	linear	Autographiviridae	Autographiviridae
A1D_scaffold1393|length_1483	linear	Autographiviridae	Autographiviridae
A1D_scaffold2871|length_1023	linear	Autographiviridae	Autographiviridae
A20D_scaffold40|length_21558	linear	Autographiviridae	Autographiviridae
A20D_scaffold63|length_18614	linear	Autographiviridae	Autographiviridae
A20D_scaffold154|length_10246	circular	Autographiviridae	Autographiviridae
A20D_scaffold205|length_8660	linear	Autographiviridae	Autographiviridae
A20D_scaffold228|length_7966	linear	Autographiviridae	Autographiviridae
A20D_scaffold285|length_7071	linear	Autographiviridae	Autographiviridae
A20D_scaffold475|length_5106	linear	Autographiviridae	Autographiviridae
A20D_scaffold543|length_4778	linear	Autographiviridae	Autographiviridae
A20D_scaffold661|length_4208	circular	Autographiviridae	Autographiviridae
A20D_scaffold764|length_3856	linear	Autographiviridae	Autographiviridae
A20D_scaffold790|length_3766	linear	Autographiviridae	Autographiviridae
A20D_scaffold1171|length_2931	circular	Autographiviridae	Autographiviridae
A20D_scaffold1324|length_2733	circular	Autographiviridae	Autographiviridae
A20D_scaffold1419|length_2605	linear	Autographiviridae	Autographiviridae
A20D_scaffold1558|length_2458	linear	Autographiviridae	Autographiviridae
A20D_scaffold1593|length_2424	linear	Autographiviridae	Autographiviridae
A20D_scaffold1995|length_2098	linear	Autographiviridae	Autographiviridae
A20D_scaffold2051|length_2056	linear	Autographiviridae	Autographiviridae
A20D_scaffold2067|length_2045	linear	Autographiviridae	Autographiviridae
A20D_scaffold2923|length_1598	linear	Autographiviridae	Autographiviridae
A20D_scaffold3135|length_1525	linear	Autographiviridae	Autographiviridae
A20D_scaffold4822|length_1128	linear	Autographiviridae	Autographiviridae
A21D_scaffold15|length_40177	linear	Autographiviridae	Autographiviridae
A21D_scaffold66|length_14470	linear	Autographiviridae	Autographiviridae
A21D_scaffold137|length_8192	linear	Autographiviridae	Autographiviridae
A21D_scaffold140|length_8086	circular	Autographiviridae	Autographiviridae
A21D_scaffold148|length_7878	linear	Autographiviridae	Autographiviridae
A21D_scaffold155|length_7512	linear	Autographiviridae	Autographiviridae
A21D_scaffold196|length_6107	circular	Autographiviridae	Autographiviridae
A21D_scaffold201|length_6041	circular	Autographiviridae	Autographiviridae
A21D_scaffold280|length_4755	linear	Autographiviridae	Autographiviridae
A21D_scaffold320|length_4323	circular	Autographiviridae	Autographiviridae
A21D_scaffold398|length_3795	linear	Autographiviridae	Autographiviridae
A21D_scaffold651|length_2912	linear	Autographiviridae	Autographiviridae
A21D_scaffold660|length_2895	linear	Autographiviridae	Autographiviridae
A21D_scaffold664|length_2889	linear	Autographiviridae	Autographiviridae
A21D_scaffold751|length_2685	linear	Autographiviridae	Autographiviridae
A21D_scaffold815|length_2554	circular	Autographiviridae	Autographiviridae
A21D_scaffold869|length_2458	linear	Autographiviridae	Autographiviridae
A21D_scaffold1116|length_2122	linear	Autographiviridae	Autographiviridae
A21D_scaffold1197|length_2040	linear	Autographiviridae	Autographiviridae
A21D_scaffold1361|length_1906	linear	Autographiviridae	Autographiviridae
A21D_scaffold1715|length_1697	linear	Autographiviridae	Autographiviridae
A21D_scaffold2464|length_1404	circular	Autographiviridae	Autographiviridae
A21D_scaffold3134|length_1236	circular	Autographiviridae	Autographiviridae
A21D_scaffold3520|length_1149	linear	Autographiviridae	Autographiviridae
A22D_scaffold12|length_46956	circular	Autographiviridae	Autographiviridae
A22D_scaffold34|length_21884	linear	Autographiviridae	Autographiviridae
A22D_scaffold87|length_10532	linear	Autographiviridae	Autographiviridae
A22D_scaffold226|length_4536	linear	Autographiviridae	Autographiviridae
A22D_scaffold240|length_4338	circular	Autographiviridae	Autographiviridae
A22D_scaffold319|length_3400	linear	Autographiviridae	Autographiviridae
A22D_scaffold440|length_2599	linear	Autographiviridae	Autographiviridae
A22D_scaffold487|length_2398	linear	Autographiviridae	Autographiviridae
A22D_scaffold511|length_2291	linear	Autographiviridae	Autographiviridae
A22D_scaffold673|length_1885	linear	Autographiviridae	Autographiviridae
A22D_scaffold780|length_1666	linear	Autographiviridae	Autographiviridae
A22D_scaffold821|length_1614	linear	Autographiviridae	Autographiviridae
A22D_scaffold849|length_1565	linear	Autographiviridae	Autographiviridae
A22D_scaffold1108|length_1273	linear	Autographiviridae	Autographiviridae
A22D_scaffold1232|length_1167	circular	Autographiviridae	Autographiviridae
A22D_scaffold1348|length_1090	linear	Autographiviridae	Autographiviridae
A23D_scaffold211|length_6421	linear	Autographiviridae	Autographiviridae
A23D_scaffold213|length_6399	linear	Autographiviridae	Autographiviridae
A23D_scaffold277|length_5022	linear	Autographiviridae	Autographiviridae
A23D_scaffold292|length_4885	linear	Autographiviridae	Autographiviridae
A23D_scaffold328|length_4508	linear	Autographiviridae	Autographiviridae
A23D_scaffold336|length_4419	linear	Autographiviridae	Autographiviridae
A23D_scaffold417|length_3728	linear	Autographiviridae	Autographiviridae
A23D_scaffold475|length_3407	linear	Autographiviridae	Autographiviridae
A23D_scaffold677|length_2529	linear	Autographiviridae	Autographiviridae
A23D_scaffold1170|length_1633	linear	Autographiviridae	Autographiviridae
A23D_scaffold1234|length_1558	linear	Autographiviridae	Autographiviridae
A23D_scaffold2008|length_1048	linear	Autographiviridae	Autographiviridae
A23D_scaffold2049|length_1031	linear	Autographiviridae	Autographiviridae
A24D_scaffold103|length_7865	linear	Autographiviridae	Autographiviridae
A24D_scaffold128|length_6677	linear	Autographiviridae	Autographiviridae
A24D_scaffold147|length_5991	linear	Autographiviridae	Autographiviridae
A24D_scaffold209|length_4650	circular	Autographiviridae	Autographiviridae
A24D_scaffold365|length_3274	circular	Autographiviridae	Autographiviridae
A24D_scaffold862|length_1616	linear	Autographiviridae	Autographiviridae
A24D_scaffold918|length_1549	circular	Autographiviridae	Autographiviridae
A24D_scaffold969|length_1476	linear	Autographiviridae	Autographiviridae
A24D_scaffold982|length_1457	linear	Autographiviridae	Autographiviridae
A25D_scaffold50|length_15041	linear	Autographiviridae	Autographiviridae
A25D_scaffold103|length_9497	linear	Autographiviridae	Autographiviridae
A25D_scaffold254|length_6039	linear	Autographiviridae	Autographiviridae
A25D_scaffold269|length_5875	linear	Autographiviridae	Autographiviridae
A25D_scaffold289|length_5706	circular	Autographiviridae	Autographiviridae
A25D_scaffold479|length_4378	linear	Autographiviridae	Autographiviridae
A25D_scaffold656|length_3717	linear	Autographiviridae	Autographiviridae
A25D_scaffold1238|length_2665	linear	Autographiviridae	Autographiviridae
A25D_scaffold1751|length_2199	linear	Autographiviridae	Autographiviridae
A25D_scaffold2200|length_1921	linear	Autographiviridae	Autographiviridae
A25D_scaffold3044|length_1565	linear	Autographiviridae	Autographiviridae
A25D_scaffold3332|length_1475	circular	Autographiviridae	Autographiviridae
A25D_scaffold3560|length_1415	circular	Autographiviridae	Autographiviridae
A25D_scaffold4347|length_1239	linear	Autographiviridae	Autographiviridae
A25D_scaffold5102|length_1117	circular	Autographiviridae	Autographiviridae
A25D_scaffold5342|length_1087	circular	Autographiviridae	Autographiviridae
